Original Field,ECS Field,Type,Field set,Level,Description
Share_Name,winlog.share.name,Keyword,Winlog,Extended,Contains the name of accessed network share. The format is: \\*\SHARE_NAME.
Share_Path,winlog.share.path,Keyword,Winlog,Extended,Contains the full system (NTFS) path for accessed share. The format is: \\??\PATH.
Sleep_Reason,winlog.sleep.reason,Keyword,Winlog,Extended,Contains the Sleep Reason.
Sleep_Time,winlog.sleep.time,Date,Winlog,Extended,Contains the Sleep Time.
Object_Server,winlog.subsystem.name,Keyword,Winlog,Extended,"Contains the name of the Windows subsystem calling the routine (Security, Security Account Manager, SC Manager, NT Local Security Authority, ...)."
Server,winlog.subsystem.name,Keyword,Winlog,Extended,"Contains the name of the Windows subsystem calling the routine (Security, Security Account Manager, SC Manager, NT Local Security Authority, ...)."
Version,winlog.sysmon.schema_version,Long,Winlog,Extended,Contains the Sysmon Schema version.
Task,winlog.task,Long,Winlog,Extended,Contains the Task ID.
TaskCategory,winlog.task_category,Keyword,Winlog,Extended,Contains the Windows Event Log Task Category.
TaskCategory,winlog.task_category,Keyword,Winlog,Extended,Contains the Windows Event Log Task Category.
TerminalSessionId,winlog.terminal.session_id,Long,Winlog,Extended,Contains the ID of the session the user belongs to.
Test_Signing,winlog.test_signing.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether Windows test signing is enabled or not (Yes or No).
Minimum_throttle_percentage,winlog.throttle.min,Long,Winlog,Extended,Contains the Minimum throttle percentage.
Token_Elevation_Type_id,winlog.token_elevation.id,Long,Winlog,Extended,Contains ID of current Token Elevation Type.
Token_Elevation_Type,winlog.token_elevation.type,Keyword,Winlog,Extended,"Contains an indicator that shows if Elevation Type is TokenElevationTypeDefault (1), TokenElevationTypeFull (2) or TokenElevationTypeLimited (3)."
Transaction_ID,winlog.transaction.id,Keyword,Winlog,Extended,"Contains the unique GUID of the transaction. This field can help you correlate this event with other events that might contain the same Transaction ID, for example with EventID 4660."
New_State,winlog.transaction.state,Long,Winlog,Extended,Contains identifier of the new state of the transaction.
Transited_Services,winlog.transmitted_services,Keyword,Winlog,Extended,Contains  the list of transmitted services. Transmitted services are populated if the logon was a result of a S4U (Service For User) logon process.
Number_of_Elements,winlog.user.per_policy,Long,Winlog,Extended,Contains the number of users for which Per-user policies were defined (number of unique users).
Virtual_Account,winlog.virtual_account.flag,Boolean,Winlog,Extended,Contains an indicator that shows whether the account is a virtual account or not (Yes or No).
VSM_Launch_Type,winlog.vsm_launch.type,Keyword,Winlog,Extended,Contains VSM launch type.
Wake_Source,winlog.wake.source,Keyword,Winlog,Extended,Contains the Wake up source.
Wake_Time,winlog.wake.time,Date,Winlog,Extended,Contains the Wake up time.
Report_Status,winlog.wer.status,Long,Winlog,Extended,Contains a decimal mask for WER report status. Status can be a combination of multiple decimal mask.
sc_win32_status,winlog.win32.status,Long,Winlog,Extended,The Windows status code.
